19385,20067
23850,24695
27952,29144
28462,29144
32097,32897
36350,36890
40025,40790
45614,46173
49865,50648
54153,54905
58692,59438
67697,68159
71987,72618
76169,76750
76169,76750
79911,80585
85457,86026
85457,86026
89470,89984
93122,93730
93122,93730
97578,98223
